% Model,cpm.mph
% Version,COMSOL 5.3.1.275
% Date,"Jul 24 2019, 13:12"
% Table,Probe Table 1 {tbl1} - 
% Time (h),c_in (mol/m^3),c_ads (mol/kg),m_ads (g),"alpha (1), Attenuation from source {avh1}",j_sides (mol/(m^2*s)),j_bottom (mol/(m^2*s)),j_ck (mol/(m^2*s)),j_d_sides (mol/(m^2*s)),j_d_bottom (mol/(m^2*s)),j_d_ck (mol/(m^2*s)),j_c_sides (mol/(m^2*s)),j_c_bottom (mol/(m^2*s)),j_c_ck (mol/(m^2*s))
44.002,1.918773351157279E-9,2.2118012655485224E-6,12.815837861166486,4.688520458005724E-9,8.767339081620115E-11,2.0262901049745153E-11,1.055203413096632E-11,2.247760621160965E-11,-1.5482769605791747E-12,1.0585127884494098E-11,6.519578460459139E-11,2.1811178010324347E-11,-3.3093753527751184E-14
44.102000000000004,1.906622870919015E-9,2.211795680865818E-6,12.815805501845078,4.658830773636629E-9,8.758688223140299E-11,2.026280670477468E-11,1.0485237164697682E-11,2.2470134150191992E-11,-1.5483242458510747E-12,1.0518121348995198E-11,6.51167480812111E-11,2.1811130950625767E-11,-3.2884184297488294E-14
44.202000000000005,1.8946137020915058E-9,2.2117900978708E-6,12.815773152302626,4.629486383535807E-9,8.750090377184499E-11,2.026271240180731E-11,1.0419227251896124E-11,2.246267605238008E-11,-1.5483715260552226E-12,1.0451904304295372E-11,6.503822771946478E-11,2.181108392786242E-11,-3.267705239925345E-14
44.30200000000001,1.8840770002392536E-9,2.2117845160892924E-6,12.815740809791619,4.6037399647811344E-9,8.741446286290868E-11,2.0262241326860397E-11,1.0355171552862106E-11,2.2455163550952984E-11,-1.5484190037453827E-12,1.0387666305412882E-11,6.495929931195564E-11,2.1810660330605654E-11,-3.249475255078234E-14
44.402,1.8733784493961986E-9,2.211778936286077E-6,12.815708478743424,4.577598068205167E-9,8.732393681585544E-11,2.025954667332699E-11,1.0294332981003974E-11,2.2447676193304076E-11,-1.548467108176058E-12,1.0326639352673572E-11,6.487626062255135E-11,2.180801378150304E-11,-3.23063716696054E-14
44.502,1.8616742501608138E-9,2.211773360893411E-6,12.815676173251278,4.548998870948979E-9,8.722465031967136E-11,2.025269875559503E-11,1.0237062802131324E-11,2.2440185586650022E-11,-1.548516841736737E-12,1.0269157606480442E-11,6.478446473302123E-11,2.180121559733183E-11,-3.209480434913471E-14
44.602000000000004,1.9110586264053267E-9,2.2117677906076254E-6,12.815643897349922,4.669669537022489E-9,8.711018524016798E-11,2.023996163545992E-11,1.0377803906816065E-11,2.2429874003400267E-11,-1.5485687908945081E-12,1.0410731320055275E-11,6.468031123676787E-11,2.1788530426354444E-11,-3.29274132392308E-14
44.692,1.8603987499040798E-9,2.2117627826736225E-6,12.815614879882936,4.54588218755107E-9,8.699610542466264E-11,2.0222074961469683E-11,1.0227504469201677E-11,2.2425108671575073E-11,-1.5486176773091278E-12,1.0259533304469017E-11,6.45709967530877E-11,2.1770692638778798E-11,-3.202883526732104E-14
44.75989459627369,1.8639120744818473E-9,2.211759008619794E-6,12.815593011886612,4.55446699208181E-9,8.689786981388997E-11,2.0204009096980632E-11,1.019793234073169E-11,2.2419855571131196E-11,-1.5486561282594054E-12,1.0229995636925172E-11,6.447801424275899E-11,2.1752665225239962E-11,-3.206329619346913E-14
44.82778919254737,1.889476965657912E-9,2.2117552403627584E-6,12.815571177478638,4.616934774018321E-9,8.678808687129815E-11,2.018215055924935E-11,1.0305821477522987E-11,2.2412527515668473E-11,-1.5486958955310411E-12,1.0338292601658017E-11,6.437555935562952E-11,2.1730846454780427E-11,-3.2471124135046164E-14
44.89568378882105,1.916924615388243E-9,2.2117514776340874E-6,12.815549375103663,4.684003074298402E-9,8.666644512015468E-11,2.0154921811518985E-11,1.0383311662476315E-11,2.24061529677687E-11,-1.548737410629962E-12,1.0416214032779586E-11,6.426029215238597E-11,2.1703659222148933E-11,-3.29023703032808E-14
44.95652599162679,1.8676348576957025E-9,2.2117481100215504E-6,12.815529862149706,4.563563608546888E-9,8.6545953432481E-11,2.012427502724147E-11,1.0258033925034044E-11,2.240354814144667E-11,-1.5487777870616511E-12,1.0290045724104962E-11,6.41424052910342E-11,2.167305281430317E-11,-3.2011799070900545E-14
45.00873831568681,1.8604291083958885E-9,2.211745224363334E-6,12.815513141783189,4.545956368490594E-9,8.643394362580255E-11,2.009546360429537E-11,1.0230397359143026E-11,2.2399548819498185E-11,-1.5488128971771438E-12,1.0262244196062735E-11,6.403439480630441E-11,2.164427650147254E-11,-3.1846836919727716E-14
45.06095063974683,1.858598143162706E-9,2.2117423434293177E-6,12.8154964487901,4.541482407067016E-9,8.631298702496511E-11,2.0063275807676056E-11,1.0223917346505895E-11,2.2395353357954314E-11,-1.5488490386581557E-12,1.0255686436687977E-11,6.391763366701086E-11,2.1612124846334208E-11,-3.176909018206932E-14
45.16095063974683,1.8644036273637577E-9,2.211736845355657E-6,12.815464591307387,4.555668100978622E-9,8.605356704467168E-11,1.9991857501059163E-11,1.0252936372753962E-11,2.238681228592649E-11,-1.5489218529267977E-12,1.0284701274517569E-11,6.366675475874527E-11,2.1540779353985976E-11,-3.1764901763586966E-14
45.26095063974683,1.875771154810809E-9,2.2117313704581563E-6,12.815432868114273,4.583444641110519E-9,8.575776580207684E-11,1.9906327571025704E-11,1.031598975076349E-11,2.2377920214408187E-11,-1.5489991885206636E-12,1.0347823353116329E-11,6.337984558766859E-11,2.145532675954632E-11,-3.1833602352831144E-14
45.36095063974683,1.8916609798607126E-9,2.2117259224309057E-6,12.815401300615422,4.6222714101896695E-9,8.542306586206188E-11,1.9805808296755867E-11,1.0410563562056888E-11,2.2368712842189878E-11,-1.549081290412588E-12,1.0442518594952927E-11,6.30543530198721E-11,2.1354889587168404E-11,-3.19550328960066E-14
45.460950639746834,1.9147092149337828E-9,2.2117205051248244E-6,12.815369911124215,4.67858974585753E-9,8.504716083478651E-11,1.9689599985330686E-11,1.0538550542381027E-11,2.2359077600336305E-11,-1.5491688370252802E-12,1.0570721326691217E-11,6.268808323445004E-11,2.1238768822356022E-11,-3.2170784310167986E-14
45.56095063974683,1.9449564118161836E-9,2.2117151097896816E-6,12.81533864893919,4.752498736356548E-9,8.463111855624248E-11,1.955651357995222E-11,1.069100093411215E-11,2.2349098676846038E-11,-1.5492636287802866E-12,1.0723477803601004E-11,6.228201987939658E-11,2.1105777208732436E-11,-3.24768694889091E-14
45.66095063974683,1.979495182238841E-9,2.211709748816872E-6,12.8153075858598,4.836894181823475E-9,8.416966380353901E-11,1.9406220701729115E-11,1.0887374139949775E-11,2.2338676625514886E-11,-1.5493622090540226E-12,1.0920195575971172E-11,6.183098717802416E-11,2.0955582910783105E-11,-3.2821436021415844E-14
45.76095063974683,2.0204191973109604E-9,2.2117044298997982E-6,12.81527676646392,4.936891965185249E-9,8.36614854923898E-11,1.923891842009706E-11,1.1123305142502253E-11,2.2327810037859253E-11,-1.5494654651809013E-12,1.1156541254982812E-11,6.13336754545305E-11,2.078838388527798E-11,-3.3236112480540046E-14
45.86095063974683,2.0700765169534667E-9,2.2116991558788445E-6,12.815246207209581,5.058229568135174E-9,8.310552735882437E-11,1.905424890851807E-11,1.1394005603866986E-11,2.231649162381212E-11,-1.549576779911077E-12,1.1427759817701754E-11,6.078903573501223E-11,2.06038256884291E-11,-3.3754213834771474E-14
45.960950639746834,2.1281063691298103E-9,2.2116939317014573E-6,12.81521593676377,5.200025444620398E-9,8.250073687063594E-11,1.8851766257458205E-11,1.1712293328343749E-11,2.2304630574274522E-11,-1.549692462081669E-12,1.1746656549715544E-11,6.019610629636135E-11,2.0401458719539933E-11,-3.4363221371789165E-14
46.06095063974683,2.1941711263899778E-9,2.211688761408771E-6,12.81518597854203,5.361454602358413E-9,8.184661919512512E-11,1.8631190111974664E-11,1.2076332554434909E-11,2.229222122254687E-11,-1.5498143384394026E-12,1.2111383477911053E-11,5.955439797257835E-11,2.0181004450414128E-11,-3.5050923476105E-14
46.16095063974683,2.268995331738613E-9,2.2116836494841566E-6,12.815156358522346,5.544287461340692E-9,8.114296285590068E-11,1.8392425113374216E-11,1.2491087859126865E-11,2.227922160273365E-11,-1.5499415953508549E-12,1.252690954414877E-11,5.886374125316727E-11,1.9942366708725037E-11,-3.582168502189315E-14
46.26095063974683,2.3537474625543225E-9,2.211678600238478E-6,12.815127101683162,5.751379194686571E-9,8.038960614499778E-11,1.8135433031208463E-11,1.2959295806106479E-11,2.2265590882054173E-11,-1.5500746083541218E-12,1.2995981285626858E-11,5.8124015262943733E-11,1.9685507639562572E-11,-3.6685479520401264E-14
46.36095063974683,2.449149597532292E-9,2.2116736180624934E-6,12.815098233465834,5.984494200850196E-9,7.958646157307679E-11,1.786020521508712E-11,1.348524804132712E-11,2.2251283742156793E-11,-1.5502131475481887E-12,1.352289169541999E-11,5.733517783092002E-11,1.9410418362635357E-11,-3.7643654092872256E-14
46.460950639746834,2.5557077268268103E-9,2.2116687072899225E-6,12.815069778981238,6.244868866186696E-9,7.873364915520619E-11,1.756680737999096E-11,1.4073019396923535E-11,2.2236251052098523E-11,-1.55035724230949E-12,1.4111712355704863E-11,5.649739810310783E-11,1.9117164622300472E-11,-3.86929587812729E-14
46.56095063974683,2.674180347699777E-9,2.211663872234259E-6,12.815041763223041,6.534356577875758E-9,7.783150965590431E-11,1.7255397814257563E-11,1.4727228769281065E-11,2.2220439671543805E-11,-1.550506751871408E-12,1.476706151386965E-11,5.561106998436043E-11,1.8805904566128946E-11,-3.983274458853041E-14
46.66095063974683,2.80559684005695E-9,2.2116591171486506E-6,12.815014210835256,6.855472624523139E-9,7.688052798725154E-11,1.692620381590969E-11,1.545287567809984E-11,2.2203791237784666E-11,-1.5506615782056135E-12,1.5493940454436168E-11,5.4676736749467067E-11,1.847686539411526E-11,-4.1064776336308957E-14
46.76095063974683,2.951021526363377E-9,2.2116544462212175E-6,12.814987146085102,7.210817676837663E-9,7.588130400925798E-11,1.6579504374497218E-11,1.6255512158094547E-11,2.2186242060820527E-11,-1.5508215720903536E-12,1.629790153013046E-11,5.3695061948437605E-11,1.8130325946587565E-11,-4.238937203590189E-14
46.86095063974683,3.1115114178742466E-9,2.2116498635557073E-6,12.81496059275092,7.602974540595433E-9,7.483457564871651E-11,1.6215634252681634E-11,1.7141253386938887E-11,2.216772187431371E-11,-1.5509865845102899E-12,1.718505809901398E-11,5.266685377440277E-11,1.776662083719191E-11,-4.380471207504219E-14
46.960950639746834,3.2882246491894555E-9,2.2116453731598816E-6,12.814934574054876,8.034773116348006E-9,7.374123192316699E-11,1.583498964514176E-11,1.8116712576727364E-11,2.2148154988921787E-11,-1.5511564388601703E-12,1.8162020873311672E-11,5.159307693424514E-11,1.738614608400191E-11,-4.5308296584299354E-14
47.06095063974683,3.482456249233959E-9,2.2116409789315333E-6,12.814909112581951,8.509377805771365E-9,7.260229156419133E-11,1.543802355439272E-11,1.918895500360661E-11,2.2127458708988735E-11,-1.5513309455192613E-12,1.9235852190862164E-11,5.047483285520253E-11,1.6989354499911986E-11,-4.689718725554105E-14
47.16095063974683,3.6956390636230302E-9,2.211636684646386E-6,12.814884230209817,9.030289765464564E-9,7.14188830001146E-11,1.5025238513703685E-11,2.0365829112450005E-11,2.2105543498144312E-11,-1.5515098973308633E-12,2.0414396824152177E-11,4.9313339501970306E-11,1.6576748411034527E-11,-4.856771170218448E-14
47.26095063974683,3.929320455690885E-9,2.2116324939461593E-6,12.814859948039686,9.601289975939949E-9,7.019223817342086E-11,1.4597183974925887E-11,2.1655874819434808E-11,2.2082310639873646E-11,-1.5516930745774395E-12,2.1706189694646154E-11,4.810992753354725E-11,1.614887704950333E-11,-5.03148752113085E-14
47.36095063974683,4.185174215684255E-9,2.2116284103274202E-6,12.81483628633171,1.0226468341724071E-8,6.892369661838939E-11,1.4154456055004415E-11,2.3068398259887657E-11,2.2057656284265817E-11,-1.5518802433432434E-12,2.3120530524748035E-11,4.686604033412344E-11,1.570633629834769E-11,-5.21322648603928E-14
47.460950639746834,4.4650175273669045E-9,2.211624437131E-6,12.814813264443666,1.0910265149235926E-8,6.761469383352041E-11,1.3697695441613538E-11,2.4613443490613355E-11,2.2031467214196346E-11,-1.5520711570559291E-12,2.4667455468387046E-11,4.5583226619324025E-11,1.5249766598669415E-11,-5.4011977773666276E-14
47.56095063974683,4.770798517343526E-9,2.2116205775321405E-6,12.814790900773852,1.1657440643574488E-8,6.626674888228576E-11,1.3227583742618255E-11,2.630177228305373E-11,2.2003619493533875E-11,-1.5522655571728497E-12,2.6357716443967577E-11,4.426312938875193E-11,1.4779849299791108E-11,-5.594416091380058E-14
47.66095063974683,5.104604283018166E-9,2.2116168345311663E-6,12.81476921270705,1.247309464482581E-8,6.488145996183353E-11,1.274484043911613E-11,2.8144941945137465E-11,2.1973981303805564E-11,-1.5524631746437229E-12,2.8202858766669044E-11,4.2907478658027995E-11,1.4297303613759824E-11,-5.791682153161728E-14
47.76095063974683,5.4687203605962955E-9,2.2116132109446226E-6,12.814748216563162,1.3362811858056965E-8,6.346049531042063E-11,1.2250220757846124E-11,3.0155638390772644E-11,2.194240865754777E-11,-1.552663730450514E-12,3.02155545896217E-11,4.151808665287283E-11,1.3802884488296667E-11,-5.991619884904105E-14
47.86095063974683,5.865636448349055E-9,2.2116097093970925E-6,12.81472792754981,1.4332675858105743E-8,6.200558828326384E-11,1.1744513438131609E-11,3.234753147173654E-11,2.190874608095046E-11,-1.5528669365060394E-12,3.240945790818565E-11,4.009684220231344E-11,1.3297380374637683E-11,-6.19264364490484E-14
47.960950639746834,6.298022082139273E-9,2.2116063323136307E-6,12.814708359718486,1.538920965275661E-8,6.051853206069038E-11,1.1228538014429134E-11,3.473541303594066E-11,2.1872828169301885E-11,-1.5530724964512378E-12,3.4799341975832626E-11,3.864570389138852E-11,1.2781610510880368E-11,-6.392893989206023E-14
48.06095063974683,6.7686755184213925E-9,2.211603081912783E-6,12.814689525924104,1.6539250778410424E-8,5.900117075639609E-11,1.0703142047043188E-11,3.7334814828185355E-11,2.183447711103534E-11,-1.5532801067218216E-12,3.740071637533645E-11,3.7166693645360785E-11,1.2256422153765018E-11,-6.590154715108603E-14
48.16095063974683,7.2805541634448085E-9,2.2115999602002835E-6,12.814671437788489,1.779002565380726E-8,5.745539739689782E-11,1.0169198586182006E-11,4.01621420241428E-11,2.1793505860989326E-11,-1.5534894573257619E-12,4.022996063567365E-11,3.566189153590844E-11,1.1722688043507734E-11,-6.781861153072754E-14
48.26095063974683,7.836832856272107E-9,2.211596968963116E-6,12.814654105665962,1.914929199451417E-8,5.5883147031409475E-11,9.627603712902948E-12,4.323494265130978E-11,2.174971602325868E-11,-1.5537002326887343E-12,4.3304593936528025E-11,3.413343100815082E-11,1.1181303945591696E-11,-6.965128521825694E-14
48.36095063974683,8.440923202684776E-9,2.2115941097641604E-6,12.814637538612311,2.062538605530115E-8,5.428639178070441E-11,9.079273979656338E-12,4.6572053619602555E-11,2.170289813564469E-11,-1.5539121125792082E-12,4.66434209717421E-11,3.2583493645059855E-11,1.0633186092235527E-11,-7.13673521394648E-14
48.460950639746834,9.096409089856427E-9,2.211591383937555E-6,12.814621744357936,2.222706506032004E-8,5.2667134402521167E-11,8.525143790363792E-12,5.019329392873086E-11,2.1652830528603153E-11,-1.554124772915632E-12,5.0266224297388306E-11,3.101430387391811E-11,1.0079268563279403E-11,-7.29303686576134E-14
48.56095063974683,9.807087887767416E-9,2.2115887925844457E-6,12.814606729283208,2.396360787871333E-8,5.102740111531924E-11,7.966162817639425E-12,5.411973257271905E-11,2.1599277209959825E-11,-1.5543378866591974E-12,5.419403238468851E-11,2.942812390535927E-11,9.520500704298652E-12,-7.429981196935626E-14
48.66095063974683,1.0576819819742142E-8,2.211586336570113E-6,12.814592498401817,2.5844446961696763E-8,4.936923786297382E-11,7.40329345873857E-12,5.837273797585256E-11,2.1541988919743666E-11,-1.5545511246705841E-12,5.844816777126475E-11,2.7827248943230088E-11,8.95784458340914E-12,-7.542979541215245E-14
48.76095063974683,1.1409776675223013E-8,2.2115840165202643E-6,12.814579055339298,2.787977607193416E-8,4.7694707286851905E-11,6.837508281438609E-12,6.297547948371207E-11,2.148070448655013E-11,-1.5547641565101175E-12,6.305175038710535E-11,2.621400280030172E-11,8.392272437948726E-12,-7.627090339313095E-14
48.86095063974683,1.2310065859918304E-8,2.211581832820322E-6,12.814566402328905,3.0079631650509604E-8,4.60058868955932E-11,6.269787448198313E-12,6.795064372280669E-11,2.141515309851294E-11,-1.554976651384453E-12,6.802741123856734E-11,2.4590733797080152E-11,7.824764099582754E-12,-7.67675157605976E-14
48.960950639746834,1.3282168412031329E-8,2.2115797856116416E-6,12.814554540189697,3.2454963109075344E-8,4.430486702726593E-11,5.7011161409342015E-12,7.332321573685465E-11,2.134505598587289E-11,-1.5551882788903956E-12,7.340007664465696E-11,2.2959811041393118E-11,7.2563044198245775E-12,-7.686090780230202E-14
49.06095063974683,1.4330754852141559E-8,2.2115778747916087E-6,12.814543468327093,3.501718285925007E-8,4.2593749159633493E-11,5.132481996601631E-12,7.911875881367131E-11,2.127012851293381E-11,-1.5553987099428613E-12,7.919524672074713E-11,2.1323620646699574E-11,6.687880706544493E-12,-7.648790707603786E-14
49.16095063974683,1.546030925521553E-8,2.2115761000133465E-6,12.81453318473118,3.777724773301361E-8,4.087463780142357E-11,4.564872545174618E-12,8.536210014655571E-11,2.11900758851465E-11,-1.5556076175781752E-12,8.543767931400359E-11,1.96845619162771E-11,6.12048016275278E-12,-7.557916744800021E-14
49.26095063974683,1.6675307746992692E-8,2.2115744606857852E-6,12.814523685977134,4.074609513841851E-8,3.9149645257558985E-11,3.999272642649632E-12,9.207841983836975E-11,2.1104601604106335E-11,-1.5558146777835147E-12,9.215248081450669E-11,1.80450436534526E-11,5.555087320433143E-12,-7.40609761370075E-14
49.36095063974683,1.7980425129599422E-8,2.211572955974379E-6,12.814514967229334,4.3935147949038306E-8,3.7420884764818146E-11,3.4366619018307324E-12,9.92936897678876E-11,2.1013404145929893E-11,-1.5560195703731307E-12,9.93655465153174E-11,1.640748061888824E-11,4.992681472203864E-12,-7.185674742996782E-14
49.460950639746834,1.938041750309286E-8,2.2115715848025357E-6,12.814507022249696,4.7356027689846233E-8,3.5690472108927715E-11,2.878012125224788E-12,1.070339756494117E-10,2.0916182090761482E-11,-1.556221979809482E-12,1.0710286251629592E-10,1.4774290018166246E-11,4.434234105034283E-12,-6.888686688427328E-14
49.56095063974683,2.087985566514078E-8,2.211570345853982E-6,12.814499843411328,5.101990309964185E-8,3.3960526528645215E-11,2.32428473951154E-12,1.1532454912348315E-10,2.081263827855189E-11,-1.5564215960348201E-12,1.1538961755959784E-10,1.3147888250093178E-11,3.8807063355463616E-12,-6.50684361147892E-14
49.66095063974683,2.248307477010529E-8,2.2115692375756447E-6,12.814493421715268,5.4937367123080596E-8,3.2233169843633644E-11,1.776428229368885E-12,1.241895902603888E-10,2.0702482232151013E-11,-1.55661811530296E-12,1.2424990660084404E-10,1.1530687611482639E-11,3.3330463446718426E-12,-6.031634045503504E-14
49.76095063974683,2.419415185514702E-8,2.2115682581815865E-6,12.814487746813256,5.911838199573576E-8,3.051052680010952E-11,1.2353755704039103E-12,1.336516424112541E-10,2.0585433933587996E-11,-1.5568112410011437E-12,1.337061869445538E-10,9.925092866521591E-12,2.7921868114050498E-12,-5.4544533299288234E-14
